video,file,label,original,frame,fold
nswlwuzzda,60_0.png,1,ljuuovfkgi,60,0
gtdjfweoyr,40_0.png,1,gnmmhlbzge,40,0
nqrcttpsme,70_0.png,1,fufcmupzen,70,0
ncqjcvgayx,160_0.png,1,fsaronfupy,160,0
nzeqbdtlla,160_0.png,1,sttnfyptum,160,0
yotyalfqqv,270_0.png,1,knxltsvzyu,270,0
frsjawvaoq,280_0.png,1,xchzardbfa,280,0
csofafwrts,20_0.png,1,xchzardbfa,20,0
yncjoacwmk,100_0.png,1,fnslimfagb,100,0
ywzumxqcsf,160_0.png,1,qarqtkvgby,160,0
hfeacozznh,230_0.png,1,syxobtuucp,230,0
cybnhobdyh,20_0.png,1,qarqtkvgby,20,0
ctooqkhtgp,70_0.png,1,xjzkfqddyk,70,0
surcmsyrlz,230_0.png,1,fnslimfagb,230,0
tuykyajhbr,170_0.png,1,yexeazbqig,170,0
izjvqhjokl,260_0.png,1,xjzkfqddyk,260,0
wsakxxhoae,10_0.png,1,gvasarkpfh,10,0
dxrqdhegop,120_0.png,1,ddtbarpcgo,120,0
gfoozygynw,190_0.png,1,fdpisghkmd,190,0
sglzgdcjkb,240_0.png,1,vokrpfjpeb,240,0
jxlhrgwjdt,170_0.png,1,fdpisghkmd,170,0
yexeazbqig,190_0.png,0,yexeazbqig,190,0
nkojmntmdg,120_0.png,1,exxqlfpnbz,120,0
gmctmgmyob,20_0.png,1,uprwuohbwx,20,0
zigzhwlpcd,190_0.png,1,lnjkpdviqb,190,0
vpsngiunec,270_0.png,1,ljuuovfkgi,270,0
rdqanntvqj,110_0.png,1,yxvmusxvcz,110,0
ehfmarmsvo,210_0.png,1,jawgcggquk,210,0
zpbggelffo,110_0.png,1,eppyqpgewp,110,0
gudedkpnie,190_0.png,1,upmgtackuf,190,0
jmkqtjuuqu,150_0.png,1,psjfwjzrrh,150,0
mtfhqqlkgs,250_0.png,1,lzbmwwejxb,250,0
jaurxwocly,120_0.png,1,pqdeutauqc,120,0
xugmhbetrw,290_0.png,0,xugmhbetrw,290,0
gpzwvdkuie,70_0.png,1,kqlvggiqee,70,0
yhchnvjcok,10_0.png,1,vmxfwxgdei,10,0
srnseorykn,40_0.png,1,fsaronfupy,40,0
tqsbmniqan,130_0.png,1,ybnucgidtu,130,0
mdihiuwzea,90_0.png,1,nweufafotd,90,0
omrtielsni,60_0.png,1,fsaronfupy,60,0
zhkqxjalrq,110_0.png,1,syxobtuucp,110,0
mtfhqqlkgs,170_0.png,1,lzbmwwejxb,170,0
bjxasekfcx,170_0.png,1,exseruhiuk,170,0
xmkwsnuzyq,230_0.png,0,xmkwsnuzyq,230,0
gnlvnyrpfq,40_0.png,1,fsaronfupy,40,0
mnvyuokhem,280_0.png,1,fufcmupzen,280,0
gpjhljtyoq,0_1.png,1,gcdtglsoqj,0,0
qcjwsygnxe,30_0.png,1,kqlvggiqee,30,0
rokgoeaybe,280_0.png,1,vtunvalyji,280,0
zybunacsgi,220_0.png,1,fufcmupzen,220,0
gcdtglsoqj,220_0.png,0,gcdtglsoqj,220,0
ndfwdmawcv,200_0.png,1,jzupayeuln,200,0
wfhpfqyrdg,40_0.png,1,prmwoaeeng,40,0
llkhptusjn,100_0.png,1,fdpisghkmd,100,0
wfhpfqyrdg,240_0.png,1,prmwoaeeng,240,0
hsvbimzuza,10_0.png,1,aayrffkzxn,10,0
yckyxxeqtd,240_0.png,1,gnmmhlbzge,240,0
hnalkvbcim,100_0.png,1,fzvpbrzssi,100,0
drlkcilgmc,20_0.png,1,srfefmyjvt,20,0
oopzotineh,50_0.png,1,jytrvwlewz,50,0
rdkqpgajlg,270_0.png,1,exxqlfpnbz,270,0
eppmwpntfi,250_0.png,1,dxfdovivlw,250,0
rpanzyxdwh,170_0.png,1,prdrkaxeob,170,0
mywukrvlwr,150_0.png,1,gnmmhlbzge,150,0
jjxzidyitl,190_0.png,1,fopjiyxiqd,190,0
iojmxrzvxe,230_0.png,1,aayrffkzxn,230,0
ekkheaisuo,60_0.png,1,qarqtkvgby,60,0
fnkkqtouoz,230_0.png,1,nweufafotd,230,0
laarpodtry,290_0.png,1,fdpisghkmd,290,0
elxflqcpgp,230_0.png,1,ybnucgidtu,230,0
zuvktiyzzr,60_0.png,1,psjfwjzrrh,60,0
wgddfhuvoq,230_0.png,1,lnhkjhyhvw,230,0
sglzgdcjkb,280_0.png,1,vokrpfjpeb,280,0
jphmkhpoeb,40_0.png,1,fdpisghkmd,40,0
mvnahpueuk,100_0.png,1,ddtbarpcgo,100,0
uaspniazcl,180_0.png,1,jawgcggquk,180,0
oakntpdygb,220_0.png,1,fnslimfagb,220,0
uaqxrykyxq,40_0.png,1,wcqvzujamg,40,0
hyjqolupxn,70_0.png,1,qarqtkvgby,70,0
wczbchfnad,110_0.png,1,jzupayeuln,110,0
chqqxfuuzi,180_0.png,0,chqqxfuuzi,180,0
vjzhumqpwi,110_0.png,1,fsaronfupy,110,0
nxzpmygaut,240_0.png,1,psjfwjzrrh,240,0
sxyrkshzsg,90_0.png,1,jvtjxreizj,90,0
dfcoyuhhex,0_0.png,1,qyqufaskjs,0,0
hgjdosshpt,180_0.png,1,syxobtuucp,180,0
lustdsegqq,270_0.png,1,ldtgofdaqg,270,0
ldpfwhrhcx,270_0.png,1,jytrvwlewz,270,0
oyqgwjdwaj,50_0.png,1,fopjiyxiqd,50,0
zybunacsgi,290_0.png,1,fufcmupzen,290,0
yyzqbaexnn,40_0.png,1,pqdeutauqc,40,0
augwyjvlqa,120_0.png,1,hicjuubiau,120,0
mfodqgnnav,160_0.png,1,knxltsvzyu,160,0
jvtjxreizj,170_1.png,0,jvtjxreizj,170,0
fjafyicjlw,270_0.png,1,upmgtackuf,270,0
wfzjxzhdkj,180_0.png,0,wfzjxzhdkj,180,0
slayysqett,210_0.png,1,gnmmhlbzge,210,0
onbgbghesu,220_0.png,0,onbgbghesu,220,0
rdqanntvqj,290_0.png,1,yxvmusxvcz,290,0
yrivmbpotx,180_0.png,1,psjfwjzrrh,180,0
ecnmwevrxo,70_0.png,1,jzupayeuln,70,0
fahrejqccb,10_0.png,1,knxltsvzyu,10,0
jakregbmuf,280_0.png,1,uqtqhiqymz,280,0
ybefzibreb,280_0.png,1,fdpisghkmd,280,0
acdkfksyev,140_0.png,1,qyqufaskjs,140,0
pkkvvhnrla,20_0.png,1,xjzkfqddyk,20,0
fopjiyxiqd,100_0.png,0,fopjiyxiqd,100,0
wxhaqrvsif,270_0.png,1,aayrffkzxn,270,0
clpvgmopjx,90_0.png,1,lnhkjhyhvw,90,0
vzockawbyi,50_0.png,1,vpmyeepbep,50,0
euzlhrwolz,100_0.png,1,aayrffkzxn,100,0
pktyfrvywo,170_0.png,1,fzvpbrzssi,170,0
ikjlhrwzeo,60_0.png,1,upmgtackuf,60,0
kajzbtxqdk,40_0.png,1,srfefmyjvt,40,0
iafvzgpbix,140_0.png,1,lzbmwwejxb,140,0
fuiglusbnl,200_0.png,1,rktrpsdlci,200,0
bdnoxibdvz,40_0.png,1,gvasarkpfh,40,0
mxibogtmey,220_0.png,1,lzbmwwejxb,220,0
xxvwbfmgzy,270_0.png,1,doniqevxeg,270,0
fnkkqtouoz,220_0.png,1,nweufafotd,220,0
rxpwfcsqum,260_0.png,1,jytrvwlewz,260,0
yrivmbpotx,210_0.png,1,psjfwjzrrh,210,0
ijehzkozkp,130_0.png,1,didzujjhtg,130,0
elxflqcpgp,180_0.png,1,ybnucgidtu,180,0
xiaykkootc,50_0.png,1,yxvmusxvcz,50,0
ysqbnccstr,210_0.png,1,lzbmwwejxb,210,0
mphsgertmm,130_0.png,1,psjfwjzrrh,130,0
yivoplhlcj,190_0.png,1,vmxfwxgdei,190,0
zigzhwlpcd,220_0.png,1,lnjkpdviqb,220,0
nokldtllhe,130_0.png,1,rmufsuogzn,130,0
tszsvitufh,290_0.png,1,sttnfyptum,290,0
xiaykkootc,0_0.png,1,yxvmusxvcz,0,0
exseruhiuk,60_0.png,0,exseruhiuk,60,0
xugmhbetrw,140_0.png,0,xugmhbetrw,140,0
ikjlhrwzeo,150_0.png,1,upmgtackuf,150,0
tyijytqowe,130_0.png,1,ybnucgidtu,130,0
nzeqbdtlla,140_0.png,1,sttnfyptum,140,0
tynejafvov,190_0.png,1,dhjnjkzuhq,190,0
qjzzeyijyv,200_0.png,1,yxvmusxvcz,200,0
hldhchyhfg,110_0.png,1,fopjiyxiqd,110,0
gfoozygynw,100_0.png,1,fdpisghkmd,100,0
lznkdhgwms,160_0.png,1,kqlvggiqee,160,0
qloyrbpobv,80_0.png,1,vpmyeepbep,80,0
cfyayetydv,20_0.png,1,dxfdovivlw,20,0
jeblbsmlij,150_0.png,1,upmgtackuf,150,0
dhjnjkzuhq,160_0.png,0,dhjnjkzuhq,160,0
dibwmyrpql,170_0.png,1,prdrkaxeob,170,0
ambabjrwbt,120_0.png,1,xjzkfqddyk,120,0
roqyiqgwzd,10_0.png,1,rktrpsdlci,10,0
fufcmupzen,170_0.png,0,fufcmupzen,170,0
xjfvhfyunl,190_0.png,1,jawgcggquk,190,0
iugnysiwao,190_0.png,1,yxvmusxvcz,190,0
opsjddoxui,50_0.png,1,qarqtkvgby,50,0
urgdtdchei,260_0.png,1,lnjkpdviqb,260,0
qdqdsaiitt,250_0.png,1,gnmmhlbzge,250,0
yeouperxzc,130_0.png,1,vmxfwxgdei,130,0
fxredodlkl,40_0.png,1,wynotylpnm,40,0
hsxrmrcaqh,240_0.png,1,upmgtackuf,240,0
xdqrsjzsul,150_0.png,1,apedduehoy,150,0
cvmcvcqpgn,250_0.png,1,vpmyeepbep,250,0
rixpoeqiaq,130_0.png,1,fzvpbrzssi,130,0
jawgcggquk,210_0.png,0,jawgcggquk,210,0
xhssxmjzrm,10_0.png,1,upmgtackuf,10,0
ytoghswfjl,190_0.png,1,apedduehoy,190,0
zoleozlpfj,130_0.png,1,jawgcggquk,130,0
ihnhxathkq,130_0.png,1,sttnfyptum,130,0
uoantcwpwm,40_0.png,1,knxltsvzyu,40,0
ufaigyxttb,120_0.png,1,fnslimfagb,120,0
odxetivvot,130_0.png,1,lzbmwwejxb,130,0
kssjbbrmem,170_0.png,1,fdpisghkmd,170,0
wdyzqwntoe,280_0.png,1,wynotylpnm,280,0
vsxuvpwqmm,70_0.png,1,syxobtuucp,70,0
fsiunpwpqx,20_0.png,1,xchzardbfa,20,0
fsiunpwpqx,230_0.png,1,xchzardbfa,230,0
lblzsydwit,260_0.png,1,rmuxlgsedw,260,0
pdouadxxba,30_0.png,1,prmwoaeeng,30,0
vxuhkqqaqv,290_0.png,1,wynotylpnm,290,0
rfpjsloxzg,240_0.png,1,dxfdovivlw,240,0
hcanfkwivl,210_0.png,1,rnpefxwptv,210,0
jkfoehpdnd,270_0.png,1,hicjuubiau,270,0
fzqnoyzhbm,120_0.png,1,vpmyeepbep,120,0
pzqxrczvxb,110_0.png,1,xjzkfqddyk,110,0
xhcxlgyjdj,90_0.png,1,hicjuubiau,90,0
gcphojsohr,250_0.png,1,fsaronfupy,250,0
pgzduygsyr,230_0.png,1,eppyqpgewp,230,0
aiuimrebtg,50_0.png,1,vpmyeepbep,50,0
qmmzklpowl,80_0.png,1,apvzjkvnwn,80,0
xtcbnasaew,290_0.png,1,jzupayeuln,290,0
qcjwsygnxe,20_0.png,1,kqlvggiqee,20,0
nmgnxptofk,90_0.png,1,ngvcqxjhyb,90,0
mauhkjfaww,120_0.png,1,psjfwjzrrh,120,0
fgobmbcami,0_0.png,0,fgobmbcami,0,0
vnnohpqhjq,210_0.png,1,doniqevxeg,210,0
ywajbwquvw,40_0.png,1,jawgcggquk,40,0
ywzumxqcsf,20_0.png,1,qarqtkvgby,20,0
awfjdqqygu,150_0.png,1,vpmyeepbep,150,0
ratscdfvdk,40_0.png,1,ddtbarpcgo,40,0
asdzplbhnm,240_0.png,1,dxfdovivlw,240,0
wsqjykletd,30_0.png,1,aayrffkzxn,30,0
lgkakqesov,200_0.png,1,yexeazbqig,200,0
rxicpvwbdn,140_0.png,1,heiyoojifp,140,0
umpscxhfsk,80_0.png,1,xdezcezszc,80,0
lebzjtusnr,250_0.png,1,xkfliqnmwt,250,0
rktrpsdlci,210_0.png,0,rktrpsdlci,210,0
qhugrooovy,20_0.png,1,nhsijqpoda,20,0
nbibouebku,230_0.png,1,apvzjkvnwn,230,0
dcwnkxrsgg,180_0.png,1,lzbmwwejxb,180,0
odxetivvot,210_0.png,1,lzbmwwejxb,210,0
zwgrutmnsn,260_0.png,1,dpevefkefv,260,0
jhetgmikln,230_0.png,1,fdpisghkmd,230,0
sphirandia,220_0.png,1,jawgcggquk,220,0
nimfdfkezw,270_0.png,1,hplxtssgnz,270,0
mfvqmuulak,140_0.png,1,qyqufaskjs,140,0
zvuidmemcp,120_0.png,1,wynotylpnm,120,0
hsvbimzuza,20_0.png,1,aayrffkzxn,20,0
bnitzihcqs,20_0.png,1,jzupayeuln,20,0
gecrjewspu,210_0.png,1,didzujjhtg,210,0
lbapaexcrc,110_0.png,1,uprwuohbwx,110,0
alidfjtwvg,150_0.png,1,fdpisghkmd,150,0
ncoeewrdlo,60_0.png,1,uprwuohbwx,60,0
stgusxhcta,10_0.png,1,nweufafotd,10,0
safmejeucy,100_0.png,1,uprwuohbwx,100,0
qjwomijmcb,10_0.png,1,kqlvggiqee,10,0
jgybxxtltz,110_0.png,1,srfefmyjvt,110,0
iwtjnrbcbb,70_0.png,1,uprwuohbwx,70,0
lebzjtusnr,130_0.png,1,xkfliqnmwt,130,0
hrovzkcyjw,210_0.png,1,ybbrkacebd,210,0
qcjwsygnxe,40_0.png,1,kqlvggiqee,40,0
zepsangjjb,180_0.png,1,nrnklcxdzq,180,0
wdhvvkuwuq,280_0.png,1,exseruhiuk,280,0
xexmngtcha,50_0.png,1,wclvkepakb,50,0
wxhaqrvsif,180_0.png,1,aayrffkzxn,180,0
amluexcfvi,90_0.png,1,uprwuohbwx,90,0
hwcnsgqzld,0_0.png,1,psjfwjzrrh,0,0
scssmbfchs,160_0.png,1,fdpisghkmd,160,0
hjddjiqcpb,30_0.png,1,vokrpfjpeb,30,0
hkvcbcfulf,110_0.png,1,uqtqhiqymz,110,0
pbwkrxzgkd,250_0.png,1,xkfliqnmwt,250,0
uhgxwxlait,30_0.png,1,wcqvzujamg,30,0
drlkcilgmc,180_0.png,1,srfefmyjvt,180,0
dlrcprykef,40_0.png,1,psjfwjzrrh,40,0
kiyuduxzuc,160_0.png,1,ybnucgidtu,160,0
mauhkjfaww,80_0.png,1,psjfwjzrrh,80,0
urvzpbswoh,270_0.png,1,rnpefxwptv,270,0
dypesfpwyi,210_0.png,1,ybnucgidtu,210,0
zumqskdmht,110_0.png,1,fopjiyxiqd,110,0
oakntpdygb,270_0.png,1,fnslimfagb,270,0
nhsijqpoda,90_0.png,0,nhsijqpoda,90,0
dtwxxkuvox,220_0.png,1,upmgtackuf,220,0
eyyigsrqff,110_0.png,1,psjfwjzrrh,110,0
dahvuijxob,90_0.png,1,ddtbarpcgo,90,0
qnlyrlrnmn,260_0.png,1,fsaronfupy,260,0
zpidqyqocx,250_0.png,1,exxqlfpnbz,250,0
chzqptmqxv,80_0.png,1,exxqlfpnbz,80,0
nhsqkozagd,260_0.png,1,hivnldfvyl,260,0
viuioldtnu,280_0.png,1,exxqlfpnbz,280,0
sglzgdcjkb,190_0.png,1,vokrpfjpeb,190,0
vpsngiunec,170_0.png,1,ljuuovfkgi,170,0
ngvcqxjhyb,140_0.png,0,ngvcqxjhyb,140,0
rndxzqfjfk,100_0.png,1,jzupayeuln,100,0
jinomojicv,0_0.png,1,eppyqpgewp,0,0
qsyahidemw,270_0.png,1,fsaronfupy,270,0
ulkrhrktaz,200_0.png,1,dpevefkefv,200,0
kmcdjxmnoa,290_0.png,1,sttnfyptum,290,0
biatmogsbv,70_0.png,1,uprwuohbwx,70,0
xdapclpbip,240_0.png,1,pqdeutauqc,240,0
iwtjnrbcbb,90_0.png,1,uprwuohbwx,90,0
euavjxseoz,130_0.png,1,qyqufaskjs,130,0
ygsffqgqcg,150_0.png,1,hivnldfvyl,150,0
safmejeucy,130_0.png,1,uprwuohbwx,130,0
uaspniazcl,80_0.png,1,jawgcggquk,80,0
acryukkddn,280_0.png,1,fsaronfupy,280,0
cefpmcqwex,220_0.png,1,uqtqhiqymz,220,0
rxwqoruisz,280_0.png,1,sttnfyptum,280,0
cemftmsxis,180_0.png,1,jawgcggquk,180,0
itfsvvmslp,50_0.png,1,fdpisghkmd,50,0
fecaapkwdm,60_0.png,1,vmxfwxgdei,60,0
isgjlgucub,290_0.png,1,hivnldfvyl,290,0
nweufafotd,200_0.png,0,nweufafotd,200,0
dibwmyrpql,110_0.png,1,prdrkaxeob,110,0
kezvvweubg,190_0.png,1,xjzkfqddyk,190,0
hasjjkoygr,40_0.png,1,fopjiyxiqd,40,0
qnxnrzonvv,30_0.png,1,hsbwhlolsn,30,0
ytoghswfjl,180_0.png,1,apedduehoy,180,0
hgjdosshpt,260_0.png,1,syxobtuucp,260,0
kxzgidrqse,220_0.png,1,dpevefkefv,220,0
nrnklcxdzq,110_0.png,0,nrnklcxdzq,110,0
vwbzhldrub,90_0.png,1,psjfwjzrrh,90,0
rtpbawlmxr,280_0.png,1,hsbwhlolsn,280,0
ygngdbjmox,140_0.png,1,fdpisghkmd,140,0
atzwrsivnb,100_0.png,1,yxvmusxvcz,100,0
nzuvtbkmye,10_1.png,1,sylnrepacf,10,0
gpjhljtyoq,260_1.png,1,gcdtglsoqj,260,0
lbsltufgrh,0_0.png,1,prdrkaxeob,0,0
cbybbxuusl,40_0.png,1,wynotylpnm,40,0
ozqysilrin,270_0.png,1,uqtqhiqymz,270,0
nmgnxptofk,0_0.png,1,ngvcqxjhyb,0,0
wezyzowkwh,280_0.png,1,nweufafotd,280,0
drmtvuyoam,30_0.png,1,heiyoojifp,30,0
cdcdoqbdmi,230_0.png,1,fdpisghkmd,230,0
ioolqahamw,90_0.png,1,fsaronfupy,90,0
rpxnyljmsf,70_0.png,1,nweufafotd,70,0
duciovvndy,10_0.png,1,gvasarkpfh,10,0
xjpwlxducl,130_0.png,1,apvzjkvnwn,130,0
iazovjywij,130_0.png,1,xkfliqnmwt,130,0
rmuxlgsedw,80_0.png,0,rmuxlgsedw,80,0
txxungvxms,0_0.png,1,lzbmwwejxb,0,0
ambabjrwbt,190_0.png,1,xjzkfqddyk,190,0
zcnslhnnhl,70_0.png,1,fsaronfupy,70,0
omizcfnsic,250_0.png,1,vpmyeepbep,250,0
lrpjtzwsdt,220_0.png,1,fsaronfupy,220,0
faktmhmtpb,170_0.png,1,rktrpsdlci,170,0
vsmadeuczx,0_0.png,1,qarqtkvgby,0,0
erbgcpjuzj,110_0.png,1,psjfwjzrrh,110,0
awigxxbbpb,140_0.png,1,dxfdovivlw,140,0
crwzrpozbv,10_0.png,1,jawgcggquk,10,0
tbujzmjpsl,150_0.png,1,heiyoojifp,150,0
komngcqveq,220_0.png,1,kqlvggiqee,220,0
xdezcezszc,280_0.png,0,xdezcezszc,280,0
ykbhmueovi,60_0.png,1,prmwoaeeng,60,0
ngnoguzzkd,120_0.png,1,fdpisghkmd,120,0
nxbmkntfzt,150_0.png,1,rmufsuogzn,150,0
alnkzqihau,30_0.png,1,wfzjxzhdkj,30,0
dyjklprkoc,60_0.png,1,psjfwjzrrh,60,0
rktrpsdlci,20_0.png,0,rktrpsdlci,20,0
bjxasekfcx,100_0.png,1,exseruhiuk,100,0
zpllznxapc,120_0.png,1,uqtqhiqymz,120,0
nmgnxptofk,190_0.png,1,ngvcqxjhyb,190,0
fnslimfagb,140_0.png,0,fnslimfagb,140,0
yerppzhfiv,160_0.png,1,xjzkfqddyk,160,0
wcqvzujamg,270_0.png,0,wcqvzujamg,270,0
gepzcywmsx,160_0.png,1,exxqlfpnbz,160,0
yxvmusxvcz,230_0.png,0,yxvmusxvcz,230,0
xpxrjwwibn,210_0.png,1,jytrvwlewz,210,0
hefisnapds,270_0.png,1,vpmyeepbep,270,0
yugbeaqhlf,20_0.png,1,fsaronfupy,20,0
yckyxxeqtd,260_0.png,1,gnmmhlbzge,260,0
fdzrcjpewd,120_0.png,1,hivnldfvyl,120,0
cmvymfbmlb,250_0.png,1,fsaronfupy,250,0
yllztsrwjw,120_0.png,1,xkfliqnmwt,120,0
sentzzguhv,20_0.png,1,jytrvwlewz,20,0
tdsndnisso,240_0.png,1,jytrvwlewz,240,0
rtkhyvbcjg,220_0.png,1,vtunvalyji,220,0
ldtgofdaqg,40_0.png,0,ldtgofdaqg,40,0
jdzgjbqksy,120_0.png,1,srfefmyjvt,120,0
cefpmcqwex,270_0.png,1,uqtqhiqymz,270,0
ztwlbdwyni,250_0.png,1,kqlvggiqee,250,0
lrpjtzwsdt,60_0.png,1,fsaronfupy,60,0
vpwnqqtgdd,190_0.png,1,hsbwhlolsn,190,0
cdcdoqbdmi,260_0.png,1,fdpisghkmd,260,0
culaevxduf,180_0.png,1,srfefmyjvt,180,0
cjhwsuzeuz,70_0.png,1,nweufafotd,70,0
kiyuduxzuc,170_0.png,1,ybnucgidtu,170,0
rmplscucbt,230_0.png,1,fnslimfagb,230,0
itfsvvmslp,70_0.png,1,fdpisghkmd,70,0
gfdjzwnpyp,110_0.png,1,prmwoaeeng,110,0
vapznfzfle,230_0.png,1,gnmmhlbzge,230,0
qjeidqbpgj,130_0.png,1,vtunvalyji,130,0
bmhghysucl,120_0.png,1,dpevefkefv,120,0
vapznfzfle,270_0.png,1,gnmmhlbzge,270,0
zuvktiyzzr,80_0.png,1,psjfwjzrrh,80,0
utxbqyxdwo,50_0.png,1,vtunvalyji,50,0
jdfaxqtpjk,20_0.png,1,kqlvggiqee,20,0
tqmmvmxqpn,180_0.png,1,xchzardbfa,180,0
oxwglsatdl,230_0.png,1,psjfwjzrrh,230,0
vmdpfyfkwi,110_0.png,1,lnjkpdviqb,110,0
cythdgxpdi,110_0.png,1,vtunvalyji,110,0
bjxasekfcx,80_0.png,1,exseruhiuk,80,0
ansbtntiqu,70_0.png,1,kqlvggiqee,70,0
xdapclpbip,110_0.png,1,pqdeutauqc,110,0
tufacqdefx,140_0.png,1,ldtgofdaqg,140,0
scxgpnknil,230_0.png,1,yxvmusxvcz,230,0
roqbnlondz,180_0.png,1,fzvpbrzssi,180,0
cybnhobdyh,290_0.png,1,qarqtkvgby,290,0
zrxngesosr,40_0.png,1,fufcmupzen,40,0
ovynyicanw,170_0.png,1,nweufafotd,170,0
rjwftlbrfh,90_0.png,1,xkfliqnmwt,90,0
uotkopqsnc,100_0.png,1,xjzkfqddyk,100,0
jgzwhkcrcc,150_0.png,1,jytrvwlewz,150,0
kxzgidrqse,10_0.png,1,dpevefkefv,10,0
dzlpfpszyv,240_0.png,1,dhjnjkzuhq,240,0
tjqjumumjm,30_0.png,1,xugmhbetrw,30,0
sylnrepacf,150_1.png,0,sylnrepacf,150,0
xgzgnpxhng,110_0.png,1,yxvmusxvcz,110,0
atpngxfnhr,150_0.png,1,xugmhbetrw,150,0
kanuhxwqaa,180_0.png,1,apvzjkvnwn,180,0
doiljuhamq,60_0.png,1,onbgbghesu,60,0
fnslimfagb,20_0.png,0,fnslimfagb,20,0
xjpwlxducl,290_0.png,1,apvzjkvnwn,290,0
kstmekinaw,180_0.png,1,pqdeutauqc,180,0
eugcprxhvd,120_0.png,1,pqdeutauqc,120,0
srnseorykn,120_0.png,1,fsaronfupy,120,0
fmeptfderu,50_0.png,1,srfefmyjvt,50,0
liuujwwgpr,80_0.png,1,ldtgofdaqg,80,0
nrnklcxdzq,120_0.png,0,nrnklcxdzq,120,0
pbvgwcwzkg,280_0.png,1,uprwuohbwx,280,0
fsdrwikhge,160_0.png,1,fsaronfupy,160,0
mnqxygpnmf,50_0.png,1,vtunvalyji,50,0
kezvvweubg,50_0.png,1,xjzkfqddyk,50,0
xcruhaccxc,120_0.png,0,xcruhaccxc,120,0
padqtwbzzo,190_0.png,1,vtunvalyji,190,0
gmaghrdamw,200_0.png,1,nrnklcxdzq,200,0
hsbwhlolsn,80_0.png,0,hsbwhlolsn,80,0
edqhdckynd,280_0.png,1,lsmnqsnqld,280,0
rmplscucbt,280_0.png,1,fnslimfagb,280,0
xlmduthjih,180_0.png,1,doniqevxeg,180,0
ckfqqhpbph,240_0.png,1,fnslimfagb,240,0
mtfhqqlkgs,210_0.png,1,lzbmwwejxb,210,0
cygixvotoj,220_0.png,1,ljuuovfkgi,220,0
nwypeqqonh,180_0.png,1,prdrkaxeob,180,0
qwocosaxwe,20_0.png,1,lnhkjhyhvw,20,0
dhyybsrvwc,150_0.png,1,onbgbghesu,150,0
nsccdwwlsc,50_0.png,1,qarqtkvgby,50,0
cybnhobdyh,90_0.png,1,qarqtkvgby,90,0
nimfdfkezw,130_0.png,1,hplxtssgnz,130,0
onknhowfqb,240_0.png,1,exxqlfpnbz,240,0
lwqkgvyeas,100_0.png,1,qyqufaskjs,100,0
pilxtozlrg,50_0.png,1,jytrvwlewz,50,0
gfcycflhbo,290_0.png,1,wcqvzujamg,290,0
wxzekbdrqk,240_0.png,1,jytrvwlewz,240,0
atzwrsivnb,220_0.png,1,yxvmusxvcz,220,0
pmsjopmocd,110_0.png,1,dhjnjkzuhq,110,0
wtcvgvuqzd,250_0.png,1,uprwuohbwx,250,0
jranrlmuyk,190_0.png,1,wclvkepakb,190,0
alidfjtwvg,250_0.png,1,fdpisghkmd,250,0
pvevprrtnu,250_0.png,1,vtunvalyji,250,0
doniqevxeg,140_0.png,0,doniqevxeg,140,0
lrdnmalbhr,90_0.png,1,fsaronfupy,90,0
hivnldfvyl,230_0.png,0,hivnldfvyl,230,0
jgdzqmqalr,260_0.png,1,ngvcqxjhyb,260,0
mzwfaambxx,10_0.png,1,wynotylpnm,10,0
mfvqmuulak,180_0.png,1,qyqufaskjs,180,0
gnslnjrgnx,200_0.png,1,qarqtkvgby,200,0
fyrckgsqvg,30_0.png,1,lnhkjhyhvw,30,0
vqelbvngnc,20_0.png,1,ldtgofdaqg,20,0
vmdpfyfkwi,10_0.png,1,lnjkpdviqb,10,0
kkxgqvpusd,140_0.png,1,ldtgofdaqg,140,0
wtcvgvuqzd,30_0.png,1,uprwuohbwx,30,0
scrbqgpvzz,50_0.png,1,lnhkjhyhvw,50,0
mszblrdprw,100_0.png,1,yexeazbqig,100,0
yptchajnvb,250_0.png,1,xcruhaccxc,250,0
uhgxwxlait,230_0.png,1,wcqvzujamg,230,0
lslmnvlhhe,20_0.png,1,qyqufaskjs,20,0
hsvbimzuza,90_0.png,1,aayrffkzxn,90,0
yxkbjxmtzr,40_0.png,1,sttnfyptum,40,0
aayrffkzxn,90_0.png,0,aayrffkzxn,90,0
cogcvbbjcm,160_0.png,1,vpmyeepbep,160,0
uzcezdepho,10_0.png,1,yxvmusxvcz,10,0
tmjcigspif,170_0.png,1,srfefmyjvt,170,0
nslhmkeicc,120_0.png,1,qarqtkvgby,120,0
obttmvmtvi,210_0.png,1,rktrpsdlci,210,0
zybunacsgi,20_0.png,1,fufcmupzen,20,0
fzkzqwoghs,280_0.png,1,qyqufaskjs,280,0
mfgswvvnba,20_0.png,1,fnslimfagb,20,0
lmhkuaobue,20_0.png,1,rktrpsdlci,20,0
bwjqcwhpfr,130_0.png,1,sttnfyptum,130,0
titungrbgd,100_0.png,1,srfefmyjvt,100,0
slayysqett,40_0.png,1,gnmmhlbzge,40,0
xhssxmjzrm,130_0.png,1,upmgtackuf,130,0
rnpefxwptv,110_0.png,0,rnpefxwptv,110,0
xnztznqlis,110_0.png,1,gnmmhlbzge,110,0
zwsbdiyrpg,110_0.png,1,rktrpsdlci,110,0
kkemhrscxz,110_0.png,1,rnpefxwptv,110,0
